id,price,weekly_price,monthly_price
14091862,$75.00,,
14092291,$55.00,,
14092508,$80.00,,
14095597,$40.00,,
14095690,$129.00,,
14096660,$75.00,,
14096688,$150.00,,
14096745,$150.00,,
14096780,$49.00,,
14096813,$45.00,,
14097083,$160.00,,
14097118,$85.00,,
14097586,$45.00,,
14097729,$90.00,,
14097821,$60.00,,
14098667,$140.00,,
14098932,$23.00,,
14098965,$60.00,,
14099269,$42.00,,
14099323,$27.00,,
14099664,$120.00,,
14099831,$39.00,,
14099979,$60.00,,
14100559,$70.00,,
14101423,$53.00,,
14101661,$78.00,,
14102174,$110.00,,
14102238,$70.00,,
14102244,$50.00,,
14102478,$160.00,,
14102649,$40.00,,
14102706,$100.00,,
14102743,$69.00,,
14102775,$90.00,,
14103595,$80.00,,
14103980,$50.00,,
14104108,$23.00,,
14104323,$95.00,,
14104758,$120.00,,
14105119,$85.00,,
14105344,$100.00,,
14105617,$31.00,,
14106215,$42.00,,
14106232,$60.00,,
14106520,$35.00,,
14106682,$55.00,,
14107222,$32.00,,
14107268,$40.00,,
14107371,$21.00,,
14107706,$95.00,,
14107852,$150.00,,
14108117,$60.00,,
14108365,$30.00,,
14108427,$98.00,,
14108706,$79.00,,
14108978,$100.00,,
14109139,$130.00,,
14109171,$60.00,,
14109889,$110.00,,
14110303,$28.00,,
14113551,$35.00,,
14113928,$105.00,,
14114128,$69.00,,
14114356,$57.00,,
14114543,$180.00,,
14114851,$25.00,,
14115028,$80.00,,
14115030,$70.00,,
14115721,$20.00,,
14116291,$40.00,,
14116596,$69.00,,
14117445,$330.00,,
14118019,$49.00,,
14118849,$160.00,,
14118966,$60.00,,
14119014,$69.00,,
14119250,$130.00,,
14119925,$45.00,,
14120895,$80.00,,
14120954,$70.00,,
14121134,$58.00,,
14121582,$104.00,,
14121854,$45.00,,
14122177,$57.00,,
14122977,$26.00,,
14123329,$74.00,,
14124648,$51.00,,
14124736,$260.00,,
14126091,$70.00,,
14127187,$55.00,,
14129335,$28.00,,
14130253,$100.00,,
14130392,$130.00,,
14130399,$85.00,,
14130462,$40.00,,
14130680,$179.00,,
14130727,$65.00,,
14130927,$49.00,,
14131092,$56.00,,
14131137,$120.00,,
14131301,$70.00,,
14131573,$130.00,,
14131660,$98.00,,
14131925,$75.00,,
14132013,$70.00,,
14132280,$390.00,,
14132706,$60.00,,
14133272,$110.00,,
14133320,$95.00,,
14133714,$50.00,,
14133847,$105.00,,
14134183,$130.00,,
14134594,$270.00,,
14134621,$200.00,,
14134833,$120.00,,
14135402,$50.00,,
14136304,$55.00,,
14137547,$45.00,,
14137553,$200.00,,
14138367,$140.00,,
14138381,$60.00,,
14138660,$120.00,,
14139343,$75.00,,
14139365,$120.00,,
14139484,$75.00,,
14143598,$200.00,,
14144000,$125.00,,
14144398,$85.00,,
14145332,$61.00,,
14145621,$35.00,,
14146004,$150.00,,
14146127,$75.00,,
14146584,$20.00,,
14146715,$100.00,,
14146845,$60.00,,
14146849,$38.00,,
14147219,$25.00,,
14147642,$50.00,,
14147785,$75.00,,
14147850,$65.00,,
14147863,$80.00,,
14147900,$28.00,,
14147992,$55.00,,
14148311,$51.00,,
14148645,$90.00,,
14148726,$45.00,,
14148891,$53.00,,
14149005,$35.00,,
14149171,$70.00,,
14149608,$71.00,,
14149661,$75.00,,
14149763,$55.00,,
14149793,$33.00,,
14149900,$45.00,,
14150285,$60.00,,
14150798,$50.00,,
14151590,$100.00,,
14151902,$65.00,,
14152003,$84.00,,
14153160,$84.00,,
14153582,$100.00,,
14157097,$40.00,,
14157238,$80.00,,
14157750,$75.00,,
14157846,$60.00,,
14157950,$60.00,,
14158256,$69.00,,
14158889,$90.00,,
14159597,$35.00,,
14159602,$67.00,,
14160148,$40.00,,
14160451,$85.00,,
14160782,$147.00,,
14160903,$33.00,,
14160955,$30.00,,
14161298,$25.00,,
14161423,$120.00,,
14161449,$95.00,,
14161788,$80.00,,
14161916,$80.00,,
14161945,$60.00,,
14162230,$45.00,,
14162449,$74.00,,
14162672,$34.00,,
14162917,$25.00,,
14163672,$129.00,,
14163817,$150.00,,
14164153,$65.00,,
14164337,$190.00,,
14164349,$40.00,,
14164850,$70.00,,
14165243,$70.00,,
14165397,$72.00,,
14165428,$39.00,,
14165474,$32.00,,
14165538,$55.00,,
14165547,$131.00,,
14165642,$80.00,,
14165969,$180.00,,
14166849,$100.00,,
14166860,$70.00,,
14167951,$79.00,,
14171089,$90.00,,
14171641,$45.00,,
14171994,$105.00,,
14172193,$54.00,,
14172396,$140.00,,
14172624,$79.00,,
14173173,$80.00,,
14173254,$50.00,,
14173535,$40.00,,
14173791,$84.00,,
14174246,$55.00,,
14174420,$99.00,,
14174503,$160.00,,
14174969,$38.00,,
14176148,$63.00,,
14176219,$40.00,,
14176639,$110.00,,
14177351,$200.00,,
14177969,$67.00,,
14178441,$33.00,,
14178982,$190.00,,
14180063,$63.00,,
14180651,$238.00,,
14181263,$50.00,,
14182102,$43.00,,
14182443,$55.00,,
14182498,$130.00,,
14182542,$60.00,,
14182617,$42.00,,
14182629,$89.00,,
14183902,$37.00,,
14184352,$30.00,,
14186340,$80.00,,
14186468,$101.00,,
14188248,$76.00,,
14188954,$110.00,,
14189178,$50.00,,
14189487,$120.00,,
14189490,$120.00,,
14189506,$60.00,,
14189728,$50.00,,
14190101,$150.00,,
14190271,$40.00,,
14190318,$134.00,,
14190898,$120.00,,
14191536,$30.00,,
14192145,$40.00,,
14192316,$49.00,,
14192808,$45.00,,
14192920,$60.00,,
14193360,$26.00,,
14193443,$50.00,,
14194538,$35.00,,
14194763,$50.00,,
14195234,$150.00,,
14195530,$80.00,,
14195653,$40.00,,
14196180,$98.00,,
14196275,$59.00,,
14196343,$65.00,,
14196637,$50.00,,
14197879,$50.00,,
14198239,$30.00,,
14198421,$140.00,,
14198643,$70.00,,
14198726,$62.00,,
14198958,$69.00,,
14199142,$52.00,,
14199744,$60.00,,
14199751,$72.00,,
14200000,$50.00,,
14200143,$35.00,,
14200533,$60.00,,
14200726,$61.00,,
14200759,$90.00,,
14201321,$45.00,,
14201377,$38.00,,
14201424,$180.00,,
14202326,$40.00,,
14202390,$250.00,,
14202604,$130.00,,
14203059,$70.00,,
14207268,$49.00,,
14207306,$55.00,,
14207916,$120.00,,
14208634,$75.00,,
14208656,$61.00,,
14209360,$45.00,,
14209849,$100.00,,
14210292,$55.00,,
14210465,$50.00,,
14211783,$70.00,,
14212023,$65.00,,
14212245,$60.00,,
14212881,$40.00,,
14212963,$190.00,,
14213153,$59.00,,
14213721,$51.00,,
14213989,$69.00,,
14214509,$350.00,,
14214692,$70.00,,
14216197,$45.00,,
14216386,$125.00,,
14216484,$102.00,,
14216884,$160.00,,
14218034,$38.00,,
14218115,$70.00,,
14218503,$80.00,,
14218564,$55.00,,
14218632,$110.00,,
14219219,$36.00,,
14219416,$36.00,,
14220320,$105.00,,
14224601,$95.00,,
14225014,$46.00,,
14225085,$35.00,,
14225425,$124.00,,
14225497,$22.00,,
14225871,$50.00,,
14225888,$45.00,,
14225889,$95.00,,
14226355,$140.00,,
14226544,$62.00,,
14226934,$45.00,,
14227070,$79.00,,
14227289,$25.00,,
14227429,$180.00,,
14228367,$27.00,,
14228482,$117.00,,
14228497,$60.00,,
14228817,$200.00,,
14228980,$40.00,,
14229136,$50.00,,
14229406,$150.00,,
14229693,$55.00,,
14229796,$60.00,,
14229809,$195.00,,
14229886,$65.00,,
14229953,$35.00,,
14230183,$120.00,,
14230688,$180.00,,
14230689,$50.00,,
14230771,$85.00,,
14230834,$60.00,,
14230902,$160.00,,
14231076,$52.00,,
14231279,$200.00,,
14231289,$49.00,,
14231343,$880.00,,
14232222,$55.00,,
14233045,$205.00,,
14233240,$70.00,,
14234307,$65.00,,
14234525,$35.00,,
14234732,$90.00,,
14235261,$57.00,,
14235966,$160.00,,
14236712,$38.00,,
14238234,$70.00,,
14238285,$99.00,,
14240504,$110.00,,
14241597,$35.00,,
14241629,$52.00,,
14242184,$60.00,,
14242591,$53.00,,
14243145,$350.00,,
14243151,$70.00,,
14243334,$70.00,,
14243359,$105.00,,
14243657,$109.00,,
14243661,$31.00,,
14243755,$80.00,,
14244394,$58.00,,
14244414,$59.00,,
14244464,$75.00,,
14244621,$65.00,,
14244662,$60.00,,
14244840,$70.00,,
14244978,$280.00,,
14244980,$83.00,,
14245796,$89.00,,
14246201,$30.00,,
14246401,$45.00,,
14246606,$90.00,,
14246711,$31.00,,
14246809,$55.00,,
14247531,$95.00,,
14248253,$19.00,,
14248618,$70.00,,
14248895,$100.00,,
14251036,$50.00,,
14251129,$80.00,,
14252019,$180.00,,
14252297,$70.00,,
14252425,$280.00,,
14253280,$60.00,,
14257227,$105.00,,
14257504,$430.00,,
14257665,$40.00,,
14257817,$135.00,,
14257922,$94.00,,
14259233,$45.00,$280.00,
14259300,$100.00,,
14259389,$26.00,,
14260154,$140.00,,
14261386,$110.00,,
14261630,$78.00,,
14262518,$37.00,,
14262642,$52.00,,
14263980,$99.00,,
14264121,$75.00,,
14264838,$66.00,,
14265462,$45.00,,
14265920,$76.00,,
14268849,$60.00,,
14269381,$31.00,,
14269573,$70.00,,
14269945,$30.00,,
14270225,$28.00,,
14270629,$58.00,,
14271298,$25.00,,
14271406,$150.00,,
14271743,$40.00,,
14272432,$102.00,,
14272511,$90.00,,
14272634,$65.00,,
14273018,$60.00,,
14273341,$45.00,,
14273362,$100.00,,
14273580,$70.00,,
14273669,$85.00,,
14273749,$175.00,,
14273849,$49.00,,
14273871,$100.00,,
14274237,$80.00,,
14274382,$89.00,,
14274493,$80.00,,
14274608,$115.00,,
14274654,$125.00,,
14274891,$59.00,,
14275153,$130.00,,
14275251,$90.00,,
14276246,$90.00,,
14277114,$36.00,,
14278609,$52.00,,
14279130,$51.00,,
14285759,$70.00,,
14286888,$110.00,,
14287040,$65.00,,
14287488,$170.00,,
14287601,$85.00,,
14288345,$90.00,,
14288571,$120.00,,
14289486,$95.00,,
14289583,$185.00,,
14289600,$65.00,,
14290283,$105.00,,
14290676,$99.00,,
14290740,$59.00,,
14291097,$103.00,,
14291663,$99.00,,
14291853,$99.00,,
14293336,$40.00,,
14293814,$50.00,,
14294035,$85.00,,
14294823,$36.00,,
14296010,$110.00,,
14297548,$55.00,,
14297767,$139.00,,
14297824,$70.00,,
14298127,$50.00,,
14298291,$60.00,,
14298436,$229.00,,
14298750,$40.00,,
14298796,$99.00,,
14298869,$40.00,,
14299676,$69.00,,
14302402,$90.00,,
14305419,$219.00,,
14305534,$46.00,,
14305624,$119.00,,
14306397,$45.00,,
14306424,$34.00,,
14307148,$145.00,,
14307843,$50.00,,
14307855,$200.00,,
14308624,$120.00,,
14308694,$60.00,,
14309364,$140.00,,
14310017,$75.00,,
14310593,$67.00,,
14310760,$250.00,,
14311144,$40.00,,
14311226,$470.00,,
14311625,$70.00,,
14311924,$90.00,,
14312188,$80.00,,
14314018,$85.00,,
14315427,$50.00,,
14315771,$120.00,,
14316872,$130.00,,
14317907,$60.00,,
14318010,$80.00,,
14319053,$110.00,,
14319641,$115.00,,
14324303,$105.00,,
14324333,$38.00,,
14325227,$39.00,,
14325439,$99.00,,
14325576,$110.00,,
14325975,$38.00,,
14326075,$125.00,,
14326349,$69.00,,
14326701,$59.00,,
14327022,$110.00,,
14327583,$55.00,,
14327967,$198.00,,
14328535,$260.00,,
14328782,"$1,000.00",,
14328977,$85.00,,
14329182,$48.00,,
14329257,$49.00,,
14329643,$45.00,,
14329705,$35.00,,
14329775,$45.00,,
14330284,$53.00,,
14330425,$55.00,,
14330566,$35.00,,
14330975,$88.00,,
14331279,$40.00,,
14332050,$38.00,,
14332057,$55.00,,
14332073,$52.00,,
14332413,$80.00,,
14332856,$30.00,,
14334062,$50.00,,
14334806,$40.00,,
14337200,$49.00,,
14339260,$130.00,,
14341446,$99.00,,
14344399,$107.00,,
14344852,$160.00,,
14345972,$70.00,,
14347176,$77.00,,
14347436,$75.00,,
14348788,$99.00,,
14348840,$64.00,,
14349314,$120.00,,
14350886,$160.00,,
14350940,$70.00,,
14351040,$50.00,,
14351340,$58.00,,
14351504,$53.00,,
14351801,$115.00,,
14352020,$150.00,,
14352371,$40.00,,
14352454,$75.00,,
14353669,$96.00,,
14353804,$130.00,,
14353960,$55.00,,
14354808,$96.00,,
14356239,$84.00,,
14356271,$50.00,,
14356367,$50.00,,
14357370,$65.00,,
14357834,$150.00,,
14358412,$40.00,,
14358983,$161.00,,
14361992,$50.00,,
14362511,$35.00,,
14363341,$73.00,,
14363709,$110.00,,
14363860,$38.00,,
14365899,$70.00,,
14366079,$51.00,,
14368316,$26.00,,
14369347,$50.00,,
14369611,$60.00,,
14370106,$90.00,,
14370192,$60.00,,
14370501,$45.00,,
14370697,$48.00,,
14371099,$236.00,,
14371198,$57.00,,
14372019,$280.00,,
14372311,$78.00,,
14372409,$150.00,,
14377428,$40.00,,
14378620,$45.00,,
14378848,$106.00,,
14379777,$52.00,,
14379913,$41.00,,
14379938,$60.00,,
14380085,$60.00,,
14380991,$65.00,,
14381111,$74.00,,
14382293,$62.00,,
14383492,$160.00,,
14384065,$75.00,,
14384115,$70.00,,
14384223,$190.00,,
14384368,$100.00,,
14386399,$50.00,,
14386985,$65.00,,
14387660,$70.00,,
14388652,$89.00,,
14390454,$80.00,,
14392064,$99.00,,
14392226,$75.00,,
14393264,$51.00,,
14393915,$127.00,,
14393937,$82.00,,
14394434,$60.00,,
14394474,$70.00,,
14395786,$45.00,,
14396200,$59.00,,
14396279,$105.00,,
14396324,$120.00,,
14396824,$43.00,,
14397310,$34.00,,
14397912,$145.00,,
14398869,$165.00,,
14399026,$80.00,,
14400284,$145.00,,
14401181,$80.00,,
14401392,$75.00,,
14401649,$60.00,,
14402432,$30.00,,
14402597,$55.00,,
14402967,$89.00,,
14403255,$120.00,,
14403279,$60.00,,
14408054,$55.00,,
14409515,$100.00,,
14409912,$45.00,,
14410401,$184.00,,
14410640,$59.00,,
14411083,$110.00,,
14411098,$220.00,,
14411343,$80.00,,
14412681,$90.00,,
14412926,$85.00,,
14412992,$216.00,,
14413014,$128.00,,
14413373,$75.00,,
14414558,$48.00,,
14414655,$35.00,,
14415210,$110.00,,
14416677,$260.00,,
14416950,$59.00,,
14417043,$55.00,,
14417248,$45.00,,
14417600,$35.00,,
14417758,$52.00,,
14418433,$50.00,,
14419797,$60.00,,
14421947,$65.00,,
14423327,$290.00,,
14423630,$230.00,,
14424155,$40.00,,
14424772,$52.00,,
14425833,$90.00,,
14429945,$105.00,,
14432781,$110.00,,
14432889,$110.00,,
14433491,$31.00,,
14434118,$60.00,,
14435430,$55.00,,
14435799,$42.00,,
14436857,$61.00,,
14438408,$40.00,,
14438950,$80.00,,
14439663,$62.00,,
14440179,$60.00,,
14440464,$49.00,,
14440757,$60.00,,
14440907,$70.00,,
14441170,$250.00,,
14441339,$65.00,,
14441516,$150.00,,
14441845,$250.00,,
14442028,$25.00,,
14442110,$100.00,,
14442887,$120.00,,
14443971,$20.00,,
14444800,$90.00,,
14446723,$100.00,,
14447865,$100.00,,
14448502,$40.00,,
14448882,$89.00,,
14450536,$49.00,,
14451745,$25.00,,
14451853,$25.00,,
14452309,$20.00,,
14455211,$59.00,,
14459870,$118.00,,
14460957,$57.00,,
14461544,$50.00,,
14462016,$60.00,,
14463048,$62.00,,
14463122,$92.00,,
14463216,$49.00,,
14464184,$35.00,,
14466606,$75.00,,
14470446,$60.00,,
14470475,$54.00,,
14470644,$70.00,,
14471339,$85.00,,
14471416,$45.00,,
14476084,$250.00,,
14477824,$161.00,,
14478163,$240.00,,
14479741,$50.00,,
14480811,$70.00,,
14481012,$25.00,,
14481392,$45.00,,
14483579,$74.00,,
14483903,$40.00,,
14485610,$180.00,,
14485710,$67.00,,
14486063,$45.00,,
14486177,$134.00,,
14492659,$42.00,,
14492861,$100.00,,
14493011,$131.00,,
14493193,$86.00,,
14493692,$50.00,,
14493754,$80.00,,
14495422,$34.00,,
14495753,$100.00,,
14496460,$40.00,,
14496976,$50.00,,
14497171,$70.00,,
14498129,$280.00,,
14498758,$80.00,,
14499436,$100.00,,
14499788,$105.00,,
14500056,$56.00,,
14501464,$30.00,,
14501646,$80.00,,
14503437,$48.00,,
14503630,$40.00,,
14507611,$190.00,,
14508056,$60.00,,
14508137,$40.00,,
14508252,$59.00,,
14510058,$27.00,,
14511006,$37.00,,
14511687,$29.00,,
14514056,$90.00,,
14521340,$67.00,,
14523561,$65.00,,
14526059,$30.00,,
14527079,$50.00,,
14528933,$65.00,,
14529435,$100.00,,
14529786,$99.00,,
14530643,$65.00,,
14532431,$110.00,,
14532843,$175.00,,
14534044,$250.00,,
14534076,$55.00,,
14534284,$50.00,,
14535874,$70.00,,
14540984,$295.00,,
14541418,$80.00,,
14541827,$70.00,,
14542367,$175.00,,
14544181,$160.00,,
14544439,$75.00,,
14544713,$69.00,,
14546812,$390.00,,
14547644,$45.00,,
14549101,$45.00,,
14549488,$140.00,,
14552264,$100.00,,
14552646,$55.00,,
14553095,$50.00,,
14555783,$290.00,,
14560609,$163.00,,
14560995,$70.00,,
14561006,$110.00,,
14561070,$96.00,,
14561381,$44.00,,
14561480,$58.00,,
14561662,$195.00,,
14561667,$65.00,,
14561953,$66.00,,
14562205,$44.00,,
14562683,$110.00,,
14563021,$138.00,,
14563175,$45.00,,
14564380,$35.00,,
14564905,$72.00,,
14565782,$45.00,,
14567171,$40.00,,
14568199,$80.00,,
14568778,$128.00,,
14568969,$46.00,,
14569095,$45.00,,
14569906,$35.00,,
14571457,$55.00,,
14571985,$30.00,,
14572274,$45.00,,
14572843,$135.00,,
14573284,$55.00,,
14574055,$150.00,,
14574285,$60.00,,
14579042,$65.00,,
14579450,$253.00,,
14579508,$36.00,,
14579778,$100.00,,
14580527,$145.00,,
14581745,$120.00,,
14582697,$85.00,,
14582740,$146.00,,
14583095,$60.00,,
14584255,$310.00,,
14584402,$210.00,,
14585242,$155.00,,
14585365,$180.00,,
14586716,$170.00,,
14586746,$55.00,,
14586984,$159.00,,
14587315,$79.00,,
14589258,$60.00,,
14591051,$39.00,,
14592310,$200.00,,
14592767,$90.00,,
14592778,$89.00,,
14597118,$29.00,,
14597287,$80.00,,
14598259,$230.00,,
14598274,$109.00,,
14598541,$120.00,,
14598625,$138.00,,
14598702,$300.00,,
14599031,$110.00,,
14599256,$65.00,,
14599268,$190.00,,
14600107,$150.00,,
14600191,$70.00,,
14601465,$230.00,,
14601737,$120.00,,
14602241,$130.00,,
14602542,$27.00,,
14602914,$50.00,,
14603203,$59.00,,
14603684,$65.00,,
14604362,$351.00,,
14604374,$55.00,,
14605079,$160.00,,
14605654,$80.00,,
14607196,$124.00,,
14608066,$47.00,,
14608565,$220.00,,
14609074,$50.00,,
14609104,$57.00,,
14609347,$105.00,,
14609463,$90.00,,
14609499,$80.00,,
14609720,$28.00,,
14610512,$80.00,,
14610837,$110.00,,
14611333,$75.00,,
14611827,$500.00,,
14612006,$47.00,,
14612505,$80.00,,
14616782,$100.00,,
14617237,$140.00,,
14618638,$50.00,,
14618856,$150.00,,
14619203,$34.00,,
14619417,$35.00,,
14619794,$50.00,,
14622818,$120.00,,
14624200,$110.00,,
14628606,$78.00,,
14628856,$65.00,,
14628938,$120.00,,
14631131,$85.00,,
14633238,$140.00,,
14637785,$70.00,,
14641098,$36.00,,
14643665,$55.00,,
14643736,$89.00,,
14645279,$50.00,,
14646280,$61.00,,
14646692,$55.00,,
14647349,$60.00,,
14647669,$100.00,,
14649372,$75.00,,
14651374,$50.00,,
14652077,$120.00,,
14657855,$100.00,,
14658513,$119.00,,
14659245,$90.00,,
14659616,$50.00,,
14660199,$75.00,,
14660912,$55.00,,
14662086,$37.00,,
14662833,$60.00,,
14662895,$45.00,,
14663658,$68.00,,
14663894,$100.00,,
14664474,$48.00,,
14664607,$60.00,,
14665194,$45.00,,
14666415,$98.00,,
14667238,$65.00,,
14667435,$170.00,,
14668487,$44.00,,
14668997,$58.00,,
14670634,$250.00,,
14672455,$56.00,,
14675568,$75.00,,
14677180,$34.00,,
14677639,$65.00,,
14677708,$195.00,,
14679458,$90.00,,
14679734,$75.00,,
14680495,$66.00,,
14680573,$63.00,,
14683167,$65.00,,
14683284,$128.00,,
14683301,$29.00,,
14684742,$90.00,,
14684999,$70.00,,
14685901,$40.00,,
14687008,$110.00,,
14691051,$40.00,,
14691854,$52.00,,
14692132,$65.00,,
14702321,$45.00,,
14702596,$80.00,,
14702872,$48.00,,
14703112,"$1,200.00",,
14703850,$180.00,,
14704041,$50.00,,
14704682,$451.00,,
14705624,"$1,200.00",,
14706870,$160.00,,
14706912,$30.00,,
14706933,$50.00,,
14707133,$131.00,,
14707391,$65.00,,
14712584,$59.00,,
14718364,$149.00,,
14718925,$118.00,,
14719579,$90.00,,
14722163,$60.00,,
14723481,$120.00,,
14724032,$35.00,,
14724131,$80.00,,
14725156,$160.00,,
14725509,$108.00,,
14725813,$102.00,,
14727400,$90.00,,
14729787,$130.00,,
14730797,$78.00,,
14731324,$55.00,,
14734749,$63.00,,
14736463,$60.00,,
14736758,$46.00,,
14737515,$40.00,,
14738445,$89.00,,
14741330,$99.00,,
14742121,$95.00,,
14743497,$30.00,,
14745004,$59.00,,
14745024,$60.00,,
14745117,$75.00,,
14745868,$60.00,,
14751748,$125.00,,
14752004,$56.00,,
14753339,$199.00,,
14755090,$45.00,,
14756683,$75.00,,
14764203,$65.00,,
14764279,$60.00,,
14765074,$55.00,,
14765282,$50.00,,
14765382,$60.00,,
14767336,$60.00,,
14767385,$25.00,,
14767517,$20.00,,
14767551,$24.00,,
14767627,$25.00,,
14768851,$100.00,,
14769786,$85.00,,
14771508,$29.00,,
14772279,$20.00,,
14775632,$150.00,,
14777138,$39.00,,
14777259,$89.00,,
14778728,$40.00,,
14778993,$75.00,,
14779129,$100.00,,
14780538,$95.00,,
14781575,$38.00,,
14782121,$69.00,,
14783541,$65.00,,
14784021,$87.00,,
14784220,$110.00,,
14784370,$59.00,,
14784389,$65.00,,
14784615,$55.00,,
14784932,$60.00,,
14785583,$28.00,,
14785817,$69.00,,
14788864,$98.00,,
14790804,$130.00,,
14791770,$120.00,,
14792507,$90.00,,
14792761,$85.00,,
14793002,$30.00,,
14793503,$75.00,,
14793652,$83.00,,
14794301,$49.00,,
14794662,$220.00,,
14794677,$120.00,,
14795044,$55.00,,
14795051,$127.00,,
14795398,$100.00,,
14795780,$100.00,,
14797005,$150.00,,
14797029,$35.00,,
14798132,$596.00,,
14798879,$79.00,,
14799560,$44.00,,
14799982,$37.00,,
14801405,$50.00,,
14802796,$75.00,,
14803134,$45.00,,
14803451,$55.00,,
14803697,$80.00,,
14804682,$100.00,,
14805097,$150.00,,
14806004,$35.00,,
14806093,$80.00,,
14806670,$40.00,,
14807130,$30.00,,
14810479,$50.00,,
14811439,$85.00,,
14811860,$40.00,,
14812010,$150.00,,
14812880,$190.00,,
14812983,$150.00,,
14813052,$790.00,,
14813175,$195.00,,
14815212,$90.00,,
14815221,$85.00,,
14815554,$70.00,,
14815820,$99.00,,
14816145,$58.00,,
14816217,$199.00,,
14816222,"$3,000.00",,
14816672,$70.00,,
14817545,$90.00,,
14817794,$60.00,,
14818838,$60.00,,
14819215,$55.00,,
14819539,$90.00,,
14819713,$44.00,,
14820218,$50.00,,
14823105,$42.00,,
14823777,$80.00,,
14823801,$60.00,,
14823997,$25.00,,
14824458,$33.00,,
14825430,$43.00,,
14827464,$39.00,,
14828365,$250.00,,
14829471,$100.00,,
14829801,$169.00,,
14830125,$270.00,,
14830187,$55.00,,
14830803,$50.00,,
14831453,$90.00,,
14831767,$25.00,,
14831820,$20.00,,
14831861,$20.00,,
14832040,$92.00,,
14832072,$20.00,,
14832122,$80.00,,
14832396,$145.00,,
14833434,$50.00,,
14833637,$65.00,,
14833985,$40.00,,
14835038,$99.00,,
14835364,$58.00,,
14835983,$120.00,,
14836096,$20.00,,
14836172,$20.00,,
14837008,$249.00,,
14837026,$80.00,,
14837925,$34.00,,
14838533,$36.00,,
14839111,$50.00,,
14840731,$52.00,,
14844876,$310.00,,
14845113,$90.00,,
14846600,$65.00,,
14849104,$135.00,,
14849316,$68.00,,
14850202,$69.00,,
14851116,$52.00,,
14852928,$200.00,,
14853770,$102.00,,
14853930,$150.00,,
14854743,$35.00,,
14855293,$90.00,,
14855736,$90.00,,
14856048,$139.00,,
14857429,$159.00,,
14862414,$80.00,,
14862730,$70.00,,
14863442,$59.00,,
14863743,$40.00,,
14864682,$80.00,,
14865146,$72.00,,
14865203,$155.00,,
14865301,$88.00,,
14865322,$50.00,,
14867309,$200.00,,
14870026,$110.00,,
14875605,$259.00,,
14876164,$79.00,,
14876460,$63.00,,
14876731,$90.00,,
14878634,$65.00,,
14879280,$70.00,,
14879390,$175.00,,
14880674,$89.00,,
14880980,$150.00,,
14881559,$80.00,,
14882055,$70.00,,
14883801,$40.00,,
14883815,$120.00,,
14884196,$70.00,,
14884836,$160.00,,
14884842,$95.00,,
14886577,$100.00,,
14888460,$98.00,,
14890510,$150.00,,
14890738,$65.00,,
14891421,$90.00,,
14891517,$45.00,,
14892067,$45.00,,
14892246,$300.00,,
14892364,$44.00,,
14893233,$39.00,,
14893409,$65.00,,
14893547,$100.00,,
14893603,$133.00,,
14893625,$60.00,,
14893770,$55.00,,
14894372,$119.00,,
14894379,$70.00,,
14895256,$110.00,,
14895316,$46.00,,
14895544,$50.00,,
14897292,$98.00,$550.00,
14897772,$65.00,,
14897831,$40.00,,
14898915,$40.00,,
14898977,$250.00,,
14903951,$45.00,,
14904002,$100.00,,
14904219,$95.00,,
14904466,$55.00,,
14904802,$155.00,,
14904910,$55.00,,
14905394,$140.00,,
14905450,$70.00,,
14905997,$300.00,,
14906143,$51.00,,
14906785,$65.00,,
14907047,$50.00,,
14907118,$198.00,,
14908298,$41.00,,
14909646,$55.00,,
14909699,$350.00,,
14910332,$45.00,,
14910709,$130.00,,
14912710,$26.00,,
14913053,$100.00,,
14913949,$95.00,,
14915233,$80.00,,
14915679,$180.00,,
14915973,$35.00,,
14916971,$84.00,,
14919968,$23.00,,
14922013,$10.00,,
14922498,$37.00,,
14922653,$99.00,,
14923450,$90.00,,
14926345,$130.00,,
14927079,$208.00,,
14927776,$41.00,,
14927921,$45.00,,
14929010,$208.00,,
14929242,$385.00,,
14929445,$709.00,,
14930737,$100.00,,
14931669,$54.00,,
14932267,$325.00,,
14937779,$44.00,,
14937961,$125.00,,
14938612,$90.00,,
14938883,$120.00,,
14938967,$60.00,,
14939237,$115.00,,
14940288,$70.00,,
14940489,$100.00,,
14940563,$200.00,,
14940650,$60.00,,
14941473,$280.00,,
14942063,$195.00,,
14942621,$85.00,,
14942767,$79.00,,
14942826,$112.00,,
14942847,$45.00,,
14942876,$90.00,,
14943455,$255.00,,
14944355,$170.00,,
14946734,$60.00,,
14946881,$270.00,,
14949290,$200.00,,
14949361,$65.00,,
14950315,$89.00,,
14954287,$90.00,,
14954409,$155.00,,
14954430,$80.00,,
14955527,$57.00,,
14955654,$100.00,,
14956254,$60.00,,
14956346,$76.00,,
14956404,$175.00,,
14956561,$99.00,,
14960036,$93.00,,
14960120,$55.00,,
14960231,$50.00,,
14960863,$37.00,,
14961864,$225.00,,
14964553,$159.00,,
14966283,$125.00,,
14966391,$38.00,,
14970062,$32.00,,
14971188,$117.00,,
14971338,$95.00,,
14971383,$350.00,,
14971556,$70.00,,
14971673,$100.00,,
14972166,$211.00,,
14972852,$110.00,,
14972951,$211.00,,
14973085,$85.00,,
14973133,$250.00,,
14973647,$246.00,,
14976857,$75.00,,
14977249,$100.00,,
14977347,$240.00,,
14978143,$45.00,,
14978266,$55.00,,
14979631,$55.00,,
14984949,$62.00,,
